1024,0.039
2048,0.043
4096,0.042
8192,0.045
16384,0.055
32768,0.056
65536,0.098
131072,0.158
262144,0.307
524288,0.543
1024,0.040
2048,0.038
4096,0.036
8192,0.035
16384,0.050
32768,0.060
65536,0.085
131072,0.135
262144,0.241
524288,0.453
1024,0.036
2048,0.038
4096,0.041
8192,0.043
16384,0.037
32768,0.050
65536,0.089
131072,0.125
262144,0.218
524288,0.418
