1024,0.035
2048,0.041
4096,0.031
8192,0.044
16384,0.044
32768,0.071
65536,0.083
131072,0.160
262144,0.287
524288,0.606
1024,0.036
2048,0.037
4096,0.034
8192,0.043
16384,0.040
32768,0.062
65536,0.073
131072,0.145
262144,0.239
524288,0.459
1024,0.035
2048,0.039
4096,0.042
8192,0.042
16384,0.054
32768,0.062
65536,0.088
131072,0.137
262144,0.254
524288,0.437
