1024,0.037
2048,0.037
4096,0.039
8192,0.043
16384,0.056
32768,0.066
65536,0.096
131072,0.182
262144,0.353
524288,0.792
1024,0.039
2048,0.037
4096,0.035
8192,0.045
16384,0.053
32768,0.049
65536,0.089
131072,0.172
262144,0.326
524288,0.679
1024,0.039
2048,0.037
4096,0.040
8192,0.043
16384,0.050
32768,0.058
65536,0.080
131072,0.163
262144,0.281
524288,0.603
