1024,0.037
2048,0.037
4096,0.058
8192,0.169
16384,0.593
32768,2.027
65536,8.413
131072,33.369
262144,131.413
524288,534.231
1024,0.049
2048,0.036
4096,0.037
8192,0.036
16384,0.029
32768,0.032
65536,0.036
131072,0.040
262144,0.081
524288,0.107
1024,1.028
2048,0.047
4096,0.081
8192,0.252
16384,0.927
32768,3.560
65536,14.747
131072,56.924
262144,235.153
524288,915.208
