1024,0.040
2048,0.035
4096,0.040
8192,0.043
16384,0.063
32768,0.064
65536,0.104
131072,0.155
262144,0.287
524288,0.587
1024,0.038
2048,0.041
4096,0.033
8192,0.035
16384,0.037
32768,0.069
65536,0.077
131072,0.146
262144,0.274
524288,0.496
1024,0.039
2048,0.039
4096,0.039
8192,0.037
16384,0.049
32768,0.060
65536,0.086
131072,0.126
262144,0.247
524288,0.455
