1024,0.038
2048,0.039
4096,0.039
8192,0.046
16384,0.053
32768,0.068
65536,0.086
131072,0.161
262144,0.293
524288,0.575
1024,0.034
2048,0.041
4096,0.040
8192,0.041
16384,0.049
32768,0.068
65536,0.073
131072,0.136
262144,0.230
524288,0.479
1024,0.037
2048,0.042
4096,0.043
8192,0.048
16384,0.053
32768,0.061
65536,0.085
131072,0.138
262144,0.227
524288,0.469
