32,0.83
64,1.14
128,1.22
256,1.07
512,0.92
1024,1.33
2048,1.07
4096,0.9
8192,1.08
16384,1.15
32768,1.3
65536,0.95
131072,1.3
262144,1.24
524288,1.44
