32,0.94
64,0.85
128,1.19
256,1.51
512,1.5
1024,1.27
2048,1.44
4096,1.13
8192,1.48
16384,1.26
32768,0.92
65536,1.95
131072,1.62
262144,1.42
524288,1.36
