32,0.47
64,0.51
128,0.56
256,0.53
512,0.61
1024,0.43
2048,0.31
4096,0.39
8192,0.45
16384,0.48
32768,0.51
65536,0.46
131072,0.8
262144,0.58
524288,0.34
