32,3.3
64,5.36
128,11.22
256,22.5
512,48.69
1024,95.99
2048,191.11
4096,375.34
8192,751.06
16384,1495.41
32768,3012.92
65536,6019.08
131072,12037.4
262144,24106
524288,48367.4
