32,0.44
64,0.38
128,0.44
256,0.59
512,0.52
1024,0.48
2048,0.61
4096,0.33
8192,0.48
16384,0.4
32768,0.39
65536,0.42
131072,0.58
262144,0.48
524288,0.74
